,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,age_new,imt,player_positions_code,player_positions_category
10,200389,https://sofifa.com/player/200389/jan-oblak/220002,J. Oblak,Jan Oblak,GK,91,93,112000000,130000.0,28,1993-01-07,188,87,240.0,Atlético de Madrid,spain primera division,1.0,33,24.62,0,one
11,231747,https://sofifa.com/player/231747/kylian-mbappe/220002,K. Mbappé,Kylian Mbappé Lottin,ST,91,95,194000000,230000.0,22,1998-12-20,182,73,73.0,Paris Saint-Germain,french ligue 1,1.0,28,22.04,1,several
12,231747,https://sofifa.com/player/231747/kylian-mbappe/220002,K. Mbappé,Kylian Mbappé Lottin,LW,91,95,194000000,230000.0,22,1998-12-20,182,73,73.0,Paris Saint-Germain,french ligue 1,1.0,28,22.04,1,several
13,167495,https://sofifa.com/player/167495/manuel-neuer/220002,M. Neuer,Manuel Peter Neuer,GK,90,90,13500000,86000.0,35,1986-03-27,193,93,21.0,FC Bayern München,german 1. bundesliga,1.0,40,24.97,0,one
14,192448,https://sofifa.com/player/192448/marc-andre-ter-stegen/220002,M. ter Stegen,Marc-André ter Stegen,GK,90,92,99000000,250000.0,29,1992-04-30,187,85,241.0,FC Barcelona,spain primera division,1.0,34,24.31,0,one
15,202126,https://sofifa.com/player/202126/harry-kane/220002,H. Kane,Harry Kane,ST,90,90,129500000,240000.0,27,1993-07-28,188,89,18.0,Tottenham Hotspur,english premier league,1.0,33,25.18,0,one
16,215914,https://sofifa.com/player/215914/ngolo-kante/220002,N. Kanté,N'Golo Kanté,CDM,90,90,100000000,230000.0,30,1991-03-29,168,70,5.0,Chelsea,english premier league,1.0,35,24.8,1,several
17,215914,https://sofifa.com/player/215914/ngolo-kante/220002,N. Kanté,N'Golo Kanté,CM,90,90,100000000,230000.0,30,1991-03-29,168,70,5.0,Chelsea,english premier league,1.0,35,24.8,1,several
18,165153,https://sofifa.com/player/165153/karim-benzema/220002,K. Benzema,Karim Benzema,CF,89,89,66000000,350000.0,33,1987-12-19,185,81,243.0,Real Madrid CF,spain primera division,1.0,39,23.67,1,several
19,165153,https://sofifa.com/player/165153/karim-benzema/220002,K. Benzema,Karim Benzema,ST,89,89,66000000,350000.0,33,1987-12-19,185,81,243.0,Real Madrid CF,spain primera division,1.0,39,23.67,1,several
20,192119,https://sofifa.com/player/192119/thibaut-courtois/220002,T. Courtois,Thibaut Courtois,GK,89,91,85500000,250000.0,29,1992-05-11,199,96,243.0,Real Madrid CF,spain primera division,1.0,34,24.24,0,one
21,200104,https://sofifa.com/player/200104/heung-min-son/220002,H. Son,손흥민 孙兴慜,LM,89,89,104000000,220000.0,28,1992-07-08,183,78,18.0,Tottenham Hotspur,english premier league,1.0,34,23.29,1,several
22,200104,https://sofifa.com/player/200104/heung-min-son/220002,H. Son,손흥민 孙兴慜,CF,89,89,104000000,220000.0,28,1992-07-08,183,78,18.0,Tottenham Hotspur,english premier league,1.0,34,23.29,1,several
23,200104,https://sofifa.com/player/200104/heung-min-son/220002,H. Son,손흥민 孙兴慜,LW,89,89,104000000,220000.0,28,1992-07-08,183,78,18.0,Tottenham Hotspur,english premier league,1.0,34,23.29,1,several
24,200145,https://sofifa.com/player/200145/carlos-henrique-venancio-casimiro/220002,Casemiro,Carlos Henrique Venancio Casimiro,CDM,89,89,88000000,310000.0,29,1992-02-23,185,84,243.0,Real Madrid CF,spain primera division,1.0,34,24.54,0,one
25,203376,https://sofifa.com/player/203376/virgil-van-dijk/220002,V. van Dijk,Virgil van Dijk,CB,89,89,86000000,230000.0,29,1991-07-08,193,92,9.0,Liverpool,english premier league,1.0,35,24.7,0,one
26,208722,https://sofifa.com/player/208722/sadio-mane/220002,S. Mané,Sadio Mané,LW,89,89,101000000,270000.0,29,1992-04-10,175,69,9.0,Liverpool,english premier league,1.0,34,22.53,0,one
27,209331,https://sofifa.com/player/209331/mohamed-salah/220002,M. Salah,Mohamed Salah Ghaly,RW,89,89,101000000,270000.0,29,1992-06-15,175,71,9.0,Liverpool,english premier league,1.0,34,23.18,0,one
28,210257,https://sofifa.com/player/210257/ederson-santana-de-moraes/220002,Ederson,Ederson Santana de Moraes,GK,89,91,94000000,200000.0,27,1993-08-17,188,86,10.0,Manchester City,english premier league,1.0,33,24.33,0,one
29,212622,https://sofifa.com/player/212622/joshua-kimmich/220002,J. Kimmich,Joshua Walter Kimmich,CDM,89,90,108000000,160000.0,26,1995-02-08,177,75,21.0,FC Bayern München,german 1. bundesliga,1.0,31,23.94,1,several
30,212622,https://sofifa.com/player/212622/joshua-kimmich/220002,J. Kimmich,Joshua Walter Kimmich,RB,89,90,108000000,160000.0,26,1995-02-08,177,75,21.0,FC Bayern München,german 1. bundesliga,1.0,31,23.94,1,several
31,212831,https://sofifa.com/player/212831/alisson-ramses-becker/220002,Alisson,Alisson Ramsés Becker,GK,89,90,82000000,190000.0,28,1992-10-02,191,91,9.0,Liverpool,english premier league,1.0,34,24.94,0,one
32,230621,https://sofifa.com/player/230621/gianluigi-donnarumma/220002,G. Donnarumma,Gianluigi Donnarumma,GK,89,93,119500000,110000.0,22,1999-02-25,196,90,73.0,Paris Saint-Germain,french ligue 1,1.0,27,23.43,0,one
33,155862,https://sofifa.com/player/155862/sergio-ramos-garcia/220002,Sergio Ramos,Sergio Ramos García,CB,88,88,24000000,115000.0,35,1986-03-30,184,82,73.0,Paris Saint-Germain,french ligue 1,1.0,40,24.22,0,one
34,176580,https://sofifa.com/player/176580/luis-suarez/220002,L. Suárez,Luis Alberto Suárez Díaz,ST,88,88,44500000,135000.0,34,1987-01-24,182,83,240.0,Atlético de Madrid,spain primera division,1.0,39,25.06,0,one
35,182521,https://sofifa.com/player/182521/toni-kroos/220002,T. Kroos,Toni Kroos,CM,88,88,75000000,310000.0,31,1990-01-04,183,76,243.0,Real Madrid CF,spain primera division,1.0,36,22.69,0,one
36,192505,https://sofifa.com/player/192505/romelu-lukaku/220002,R. Lukaku,Romelu Lukaku Menama,ST,88,88,93500000,260000.0,28,1993-05-13,191,94,5.0,Chelsea,english premier league,1.0,33,25.77,0,one
37,193041,https://sofifa.com/player/193041/keylor-navas/220002,K. Navas,Keylor Navas Gamboa,GK,88,88,15500000,130000.0,34,1986-12-15,185,80,73.0,Paris Saint-Germain,french ligue 1,1.0,40,23.37,0,one
38,202652,https://sofifa.com/player/202652/raheem-sterling/220002,R. Sterling,Raheem Sterling,LW,88,89,107500000,290000.0,26,1994-12-08,170,69,10.0,Manchester City,english premier league,1.0,32,23.88,1,several
39,202652,https://sofifa.com/player/202652/raheem-sterling/220002,R. Sterling,Raheem Sterling,RW,88,89,107500000,290000.0,26,1994-12-08,170,69,10.0,Manchester City,english premier league,1.0,32,23.88,1,several
40,212198,https://sofifa.com/player/212198/bruno-miguel-borges-fernandes/220002,Bruno Fernandes,Bruno Miguel Borges Fernandes,CAM,88,89,107500000,250000.0,26,1994-09-08,179,69,11.0,Manchester United,english premier league,1.0,32,21.53,0,one
41,239085,https://sofifa.com/player/239085/erling-haaland/220002,E. Haaland,Erling Braut Haaland,ST,88,93,137500000,110000.0,20,2000-07-21,194,94,22.0,Borussia Dortmund,german 1. bundesliga,1.0,26,24.98,0,one
42,153079,https://sofifa.com/player/153079/sergio-aguero/220002,S. Agüero,Sergio Leonel Agüero del Castillo,ST,87,87,51000000,260000.0,33,1988-06-02,173,70,241.0,FC Barcelona,spain primera division,1.0,38,23.39,0,one
43,167948,https://sofifa.com/player/167948/hugo-lloris/220002,H. Lloris,Hugo Lloris,GK,87,87,13500000,125000.0,34,1986-12-26,188,82,18.0,Tottenham Hotspur,english premier league,1.0,40,23.2,0,one
44,177003,https://sofifa.com/player/177003/luka-modric/220002,L. Modrić,Luka Modrić,CM,87,87,32000000,190000.0,35,1985-09-09,172,66,243.0,Real Madrid CF,spain primera division,1.0,41,22.31,0,one
45,183898,https://sofifa.com/player/183898/angel-di-maria/220002,Á. Di María,Ángel Fabián Di María Hernández,RW,87,87,49500000,160000.0,33,1988-02-14,180,69,73.0,Paris Saint-Germain,french ligue 1,1.0,38,21.3,1,several
46,183898,https://sofifa.com/player/183898/angel-di-maria/220002,Á. Di María,Ángel Fabián Di María Hernández,LW,87,87,49500000,160000.0,33,1988-02-14,180,69,73.0,Paris Saint-Germain,french ligue 1,1.0,38,21.3,1,several
47,186153,https://sofifa.com/player/186153/wojciech-szczesny/220002,W. Szczęsny,Wojciech Tomasz Szczęsny,GK,87,87,42000000,105000.0,31,1990-04-18,195,90,45.0,Juventus,italian serie a,1.0,36,23.67,0,one
48,189596,https://sofifa.com/player/189596/thomas-muller/220002,T. Müller,Thomas Müller,CAM,87,87,66000000,140000.0,31,1989-09-13,185,76,21.0,FC Bayern München,german 1. bundesliga,1.0,37,22.21,1,several
49,189596,https://sofifa.com/player/189596/thomas-muller/220002,T. Müller,Thomas Müller,RM,87,87,66000000,140000.0,31,1989-09-13,185,76,21.0,FC Bayern München,german 1. bundesliga,1.0,37,22.21,1,several
50,189596,https://sofifa.com/player/189596/thomas-muller/220002,T. Müller,Thomas Müller,RW,87,87,66000000,140000.0,31,1989-09-13,185,76,21.0,FC Bayern München,german 1. bundesliga,1.0,37,22.21,1,several
51,192387,https://sofifa.com/player/192387/ciro-immobile/220002,C. Immobile,Ciro Immobile,ST,87,87,67500000,125000.0,31,1990-02-20,185,85,46.0,Lazio,italian serie a,1.0,36,24.84,0,one
52,195864,https://sofifa.com/player/195864/paul-pogba/220002,P. Pogba,Paul Pogba,CM,87,87,79500000,220000.0,28,1993-03-15,191,84,11.0,Manchester United,english premier league,1.0,33,23.03,1,several
53,195864,https://sofifa.com/player/195864/paul-pogba/220002,P. Pogba,Paul Pogba,LM,87,87,79500000,220000.0,28,1993-03-15,191,84,11.0,Manchester United,english premier league,1.0,33,23.03,1,several
54,199556,https://sofifa.com/player/199556/marco-verratti/220002,M. Verratti,Marco Verratti,CM,87,87,79500000,155000.0,28,1992-11-05,165,60,73.0,Paris Saint-Germain,french ligue 1,1.0,34,22.04,1,several
55,199556,https://sofifa.com/player/199556/marco-verratti/220002,M. Verratti,Marco Verratti,CAM,87,87,79500000,155000.0,28,1992-11-05,165,60,73.0,Paris Saint-Germain,french ligue 1,1.0,34,22.04,1,several
56,207865,https://sofifa.com/player/207865/marcos-aoas-correa/220002,Marquinhos,Marcos Aoás Corrêa,CB,87,90,90500000,135000.0,27,1994-05-14,183,75,73.0,Paris Saint-Germain,french ligue 1,1.0,32,22.4,1,several
57,207865,https://sofifa.com/player/207865/marcos-aoas-correa/220002,Marquinhos,Marcos Aoás Corrêa,CDM,87,90,90500000,135000.0,27,1994-05-14,183,75,73.0,Paris Saint-Germain,french ligue 1,1.0,32,22.4,1,several
58,209658,https://sofifa.com/player/209658/leon-goretzka/220002,L. Goretzka,Leon Christoph Goretzka,CM,87,88,93000000,140000.0,26,1995-02-06,189,82,21.0,FC Bayern München,german 1. bundesliga,1.0,31,22.96,1,several
59,209658,https://sofifa.com/player/209658/leon-goretzka/220002,L. Goretzka,Leon Christoph Goretzka,CDM,87,88,93000000,140000.0,26,1995-02-06,189,82,21.0,FC Bayern München,german 1. bundesliga,1.0,31,22.96,1,several
60,211110,https://sofifa.com/player/211110/paulo-dybala/220002,P. Dybala,Paulo Bruno Exequiel Dybala,CF,87,88,93000000,160000.0,27,1993-11-15,177,75,45.0,Juventus,italian serie a,1.0,33,23.94,1,several
61,211110,https://sofifa.com/player/211110/paulo-dybala/220002,P. Dybala,Paulo Bruno Exequiel Dybala,CAM,87,88,93000000,160000.0,27,1993-11-15,177,75,45.0,Juventus,italian serie a,1.0,33,23.94,1,several
62,216267,https://sofifa.com/player/216267/andrew-robertson/220002,A. Robertson,Andrew Robertson,LB,87,88,83500000,175000.0,27,1994-03-11,178,64,9.0,Liverpool,english premier league,1.0,32,20.2,0,one
63,228702,https://sofifa.com/player/228702/frenkie-de-jong/220002,F. de Jong,Frenkie de Jong,CM,87,92,119500000,210000.0,24,1997-05-12,180,74,241.0,FC Barcelona,spain primera division,1.0,29,22.84,1,several
64,228702,https://sofifa.com/player/228702/frenkie-de-jong/220002,F. de Jong,Frenkie de Jong,CDM,87,92,119500000,210000.0,24,1997-05-12,180,74,241.0,FC Barcelona,spain primera division,1.0,29,22.84,1,several
65,228702,https://sofifa.com/player/228702/frenkie-de-jong/220002,F. de Jong,Frenkie de Jong,CB,87,92,119500000,210000.0,24,1997-05-12,180,74,241.0,FC Barcelona,spain primera division,1.0,29,22.84,1,several
66,231281,https://sofifa.com/player/231281/trent-alexander-arnold/220002,T. Alexander-Arnold,Trent Alexander-Arnold,RB,87,92,114000000,150000.0,22,1998-10-07,180,69,9.0,Liverpool,english premier league,1.0,28,21.3,0,one
67,233049,https://sofifa.com/player/233049/jadon-sancho/220002,J. Sancho,Jadon Sancho,RM,87,91,116500000,150000.0,21,2000-03-25,180,76,11.0,Manchester United,english premier league,1.0,26,23.46,1,several
68,233049,https://sofifa.com/player/233049/jadon-sancho/220002,J. Sancho,Jadon Sancho,CF,87,91,116500000,150000.0,21,2000-03-25,180,76,11.0,Manchester United,english premier league,1.0,26,23.46,1,several
69,233049,https://sofifa.com/player/233049/jadon-sancho/220002,J. Sancho,Jadon Sancho,LM,87,91,116500000,150000.0,21,2000-03-25,180,76,11.0,Manchester United,english premier league,1.0,26,23.46,1,several
70,239818,https://sofifa.com/player/239818/ruben-santos-gato-alves-dias/220002,Rúben Dias,Rúben dos Santos Gato Alves Dias,CB,87,91,102500000,170000.0,24,1997-05-14,187,82,10.0,Manchester City,english premier league,1.0,29,23.45,0,one
71,138956,https://sofifa.com/player/138956/giorgio-chiellini/220002,G. Chiellini,Giorgio Chiellini,CB,86,86,12000000,88000.0,36,1984-08-14,187,85,45.0,Juventus,italian serie a,1.0,42,24.31,0,one
72,162835,https://sofifa.com/player/162835/samir-handanovic/220002,S. Handanovič,Samir Handanovič,GK,86,86,7500000,78000.0,36,1984-07-14,193,92,44.0,Inter,italian serie a,1.0,42,24.7,0,one
73,178603,https://sofifa.com/player/178603/mats-hummels/220002,M. Hummels,Mats Hummels,CB,86,86,44000000,95000.0,32,1988-12-16,191,96,22.0,Borussia Dortmund,german 1. bundesliga,1.0,38,26.32,0,one
74,189332,https://sofifa.com/player/189332/jordi-alba-ramos/220002,Jordi Alba,Jordi Alba Ramos,LB,86,86,47000000,200000.0,32,1989-03-21,170,68,241.0,FC Barcelona,spain primera division,1.0,37,23.53,1,several
75,189332,https://sofifa.com/player/189332/jordi-alba-ramos/220002,Jordi Alba,Jordi Alba Ramos,LM,86,86,47000000,200000.0,32,1989-03-21,170,68,241.0,FC Barcelona,spain primera division,1.0,37,23.53,1,several
76,189509,https://sofifa.com/player/189509/thiago-alcantara/220002,Thiago,Thiago Alcântara do Nascimento,CM,86,86,65000000,180000.0,30,1991-04-11,174,70,9.0,Liverpool,english premier league,1.0,35,23.12,1,several
77,189509,https://sofifa.com/player/189509/thiago-alcantara/220002,Thiago,Thiago Alcântara do Nascimento,CDM,86,86,65000000,180000.0,30,1991-04-11,174,70,9.0,Liverpool,english premier league,1.0,35,23.12,1,several
78,189511,https://sofifa.com/player/189511/sergio-busquets-burgos/220002,Sergio Busquets,Sergio Busquets i Burgos,CDM,86,86,45000000,200000.0,32,1988-07-16,189,76,241.0,FC Barcelona,spain primera division,1.0,38,21.28,1,several
79,189511,https://sofifa.com/player/189511/sergio-busquets-burgos/220002,Sergio Busquets,Sergio Busquets i Burgos,CM,86,86,45000000,200000.0,32,1988-07-16,189,76,241.0,FC Barcelona,spain primera division,1.0,38,21.28,1,several
80,189513,https://sofifa.com/player/189513/daniel-parejo-munoz/220002,Parejo,Daniel Parejo Muñoz,CM,86,86,53500000,64000.0,32,1989-04-16,182,74,483.0,Villarreal CF,spain primera division,1.0,37,22.34,0,one
81,192984,https://sofifa.com/player/192984/koen-casteels/220002,K. Casteels,Koen Casteels,GK,86,87,52000000,88000.0,29,1992-06-25,197,86,175.0,VfL Wolfsburg,german 1. bundesliga,1.0,34,22.16,0,one
82,198219,https://sofifa.com/player/198219/lorenzo-insigne/220002,L. Insigne,Lorenzo Insigne,LW,86,86,65500000,125000.0,30,1991-06-04,163,59,48.0,Napoli,italian serie a,1.0,35,22.21,1,several
83,198219,https://sofifa.com/player/198219/lorenzo-insigne/220002,L. Insigne,Lorenzo Insigne,CF,86,86,65500000,125000.0,30,1991-06-04,163,59,48.0,Napoli,italian serie a,1.0,35,22.21,1,several
84,201024,https://sofifa.com/player/201024/kalidou-koulibaly/220002,K. Koulibaly,Kalidou Koulibaly,CB,86,86,55500000,105000.0,30,1991-06-20,187,89,48.0,Napoli,italian serie a,1.0,35,25.45,0,one
85,201535,https://sofifa.com/player/201535/raphael-varane/220002,R. Varane,Raphaël Varane,CB,86,88,68500000,180000.0,28,1993-04-25,191,81,11.0,Manchester United,english premier league,1.0,33,22.2,0,one
86,204485,https://sofifa.com/player/204485/riyad-mahrez/220002,R. Mahrez,Riyad Mahrez,RW,86,86,65500000,220000.0,30,1991-02-21,179,67,10.0,Manchester City,english premier league,1.0,35,20.91,1,several
87,204485,https://sofifa.com/player/204485/riyad-mahrez/220002,R. Mahrez,Riyad Mahrez,RM,86,86,65500000,220000.0,30,1991-02-21,179,67,10.0,Manchester City,english premier league,1.0,35,20.91,1,several
88,208093,https://sofifa.com/player/208093/gerard-moreno-balaguero/220002,Gerard Moreno,Gerard Moreno Balagueró,ST,86,86,68000000,73000.0,29,1992-04-07,180,77,483.0,Villarreal CF,spain primera division,1.0,34,23.77,1,several
89,208093,https://sofifa.com/player/208093/gerard-moreno-balaguero/220002,Gerard Moreno,Gerard Moreno Balagueró,RM,86,86,68000000,73000.0,29,1992-04-07,180,77,483.0,Villarreal CF,spain primera division,1.0,34,23.77,1,several
90,208093,https://sofifa.com/player/208093/gerard-moreno-balaguero/220002,Gerard Moreno,Gerard Moreno Balagueró,RW,86,86,68000000,73000.0,29,1992-04-07,180,77,483.0,Villarreal CF,spain primera division,1.0,34,23.77,1,several
91,208830,https://sofifa.com/player/208830/jamie-vardy/220002,J. Vardy,Jamie Vardy,ST,86,86,33000000,180000.0,34,1987-01-11,179,74,95.0,Leicester City,english premier league,1.0,39,23.1,0,one
92,209499,https://sofifa.com/player/209499/fabio-henrique-tavares/220002,Fabinho,Fábio Henrique Tavares,CDM,86,88,73500000,165000.0,27,1993-10-23,188,78,9.0,Liverpool,english premier league,1.0,33,22.07,1,several
93,209499,https://sofifa.com/player/209499/fabio-henrique-tavares/220002,Fabinho,Fábio Henrique Tavares,CB,86,88,73500000,165000.0,27,1993-10-23,188,78,9.0,Liverpool,english premier league,1.0,33,22.07,1,several
94,210514,https://sofifa.com/player/210514/joao-pedro-cavaco-cancelo/220002,João Cancelo,João Pedro Cavaco Cancelo,RB,86,87,71500000,185000.0,27,1994-05-27,182,74,10.0,Manchester City,english premier league,1.0,32,22.34,1,several
95,210514,https://sofifa.com/player/210514/joao-pedro-cavaco-cancelo/220002,João Cancelo,João Pedro Cavaco Cancelo,LB,86,87,71500000,185000.0,27,1994-05-27,182,74,10.0,Manchester City,english premier league,1.0,32,22.34,1,several
96,212218,https://sofifa.com/player/212218/aymeric-laporte/220002,A. Laporte,Aymeric Laporte,CB,86,89,77000000,185000.0,27,1994-05-27,191,85,10.0,Manchester City,english premier league,1.0,32,23.3,0,one
97,213345,https://sofifa.com/player/213345/kingsley-coman/220002,K. Coman,Kingsley Junior Coman,LM,86,87,81000000,120000.0,25,1996-06-13,180,76,21.0,FC Bayern München,german 1. bundesliga,1.0,30,23.46,1,several
98,213345,https://sofifa.com/player/213345/kingsley-coman/220002,K. Coman,Kingsley Junior Coman,RM,86,87,81000000,120000.0,25,1996-06-13,180,76,21.0,FC Bayern München,german 1. bundesliga,1.0,30,23.46,1,several
99,213345,https://sofifa.com/player/213345/kingsley-coman/220002,K. Coman,Kingsley Junior Coman,LW,86,87,81000000,120000.0,25,1996-06-13,180,76,21.0,FC Bayern München,german 1. bundesliga,1.0,30,23.46,1,several
100,218667,https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/220002,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,CAM,86,87,80000000,200000.0,26,1994-08-10,173,64,10.0,Manchester City,english premier league,1.0,32,21.38,1,several
101,218667,https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/220002,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,CM,86,87,80000000,200000.0,26,1994-08-10,173,64,10.0,Manchester City,english premier league,1.0,32,21.38,1,several
102,218667,https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/220002,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,RW,86,87,80000000,200000.0,26,1994-08-10,173,64,10.0,Manchester City,english premier league,1.0,32,21.38,1,several
103,226161,https://sofifa.com/player/226161/marcos-llorente-moreno/220002,Marcos Llorente,Marcos Llorente Moreno,CM,86,89,88000000,95000.0,26,1995-01-30,184,74,240.0,Atlético de Madrid,spain primera division,1.0,31,21.86,1,several
104,226161,https://sofifa.com/player/226161/marcos-llorente-moreno/220002,Marcos Llorente,Marcos Llorente Moreno,RM,86,89,88000000,95000.0,26,1995-01-30,184,74,240.0,Atlético de Madrid,spain primera division,1.0,31,21.86,1,several
105,226161,https://sofifa.com/player/226161/marcos-llorente-moreno/220002,Marcos Llorente,Marcos Llorente Moreno,ST,86,89,88000000,95000.0,26,1995-01-30,184,74,240.0,Atlético de Madrid,spain primera division,1.0,31,21.86,1,several
106,231866,https://sofifa.com/player/231866/rodrigo-hernandez-cascante/220002,Rodri,Rodrigo Hernández Cascante,CDM,86,89,81000000,175000.0,25,1996-06-22,191,82,10.0,Manchester City,english premier league,1.0,30,22.48,0,one
107,232363,https://sofifa.com/player/232363/milan-skriniar/220002,M. Škriniar,Milan Škriniar,CB,86,88,74000000,150000.0,26,1995-02-11,188,80,44.0,Inter,italian serie a,1.0,31,22.63,0,one
108,143076,https://sofifa.com/player/143076/alejandro-gomez/220002,A. Gómez,Alejandro Darío Gómez,CAM,85,85,33500000,51000.0,33,1988-02-15,167,68,481.0,Sevilla FC,spain primera division,1.0,38,24.38,1,several
109,143076,https://sofifa.com/player/143076/alejandro-gomez/220002,A. Gómez,Alejandro Darío Gómez,CF,85,85,33500000,51000.0,33,1988-02-15,167,68,481.0,Sevilla FC,spain primera division,1.0,38,24.38,1,several
110,143076,https://sofifa.com/player/143076/alejandro-gomez/220002,A. Gómez,Alejandro Darío Gómez,CM,85,85,33500000,51000.0,33,1988-02-15,167,68,481.0,Sevilla FC,spain primera division,1.0,38,24.38,1,several
111,163587,https://sofifa.com/player/163587/kasper-schmeichel/220002,K. Schmeichel,Kasper Peter Schmeichel,GK,85,85,9000000,115000.0,34,1986-11-05,189,89,95.0,Leicester City,english premier league,1.0,40,24.92,0,one
112,164240,https://sofifa.com/player/164240/thiago-emiliano-da-silva/220002,Thiago Silva,Thiago Emiliano da Silva,CB,85,85,9500000,105000.0,36,1984-09-22,183,79,5.0,Chelsea,english premier league,1.0,42,23.59,0,one
113,168542,https://sofifa.com/player/168542/david-josue-jimenez-silva/220002,David Silva,David Josué Jiménez Silva,CAM,85,85,22000000,44000.0,35,1986-01-08,173,67,457.0,Real Sociedad,spain primera division,1.0,40,22.39,1,several
114,168542,https://sofifa.com/player/168542/david-josue-jimenez-silva/220002,David Silva,David Josué Jiménez Silva,CM,85,85,22000000,44000.0,35,1986-01-08,173,67,457.0,Real Sociedad,spain primera division,1.0,40,22.39,1,several
115,177683,https://sofifa.com/player/177683/yann-sommer/220002,Y. Sommer,Yann Sommer,GK,85,85,26500000,40000.0,32,1988-12-17,183,79,23.0,Borussia Mönchengladbach,german 1. bundesliga,1.0,38,23.59,0,one
116,179813,https://sofifa.com/player/179813/edinson-cavani/220002,E. Cavani,Edinson Roberto Cavani Gómez,ST,85,85,26000000,190000.0,34,1987-02-14,185,77,11.0,Manchester United,english premier league,1.0,39,22.5,0,one
117,183277,https://sofifa.com/player/183277/eden-hazard/220002,E. Hazard,Eden Hazard,LW,85,85,52000000,240000.0,30,1991-01-07,175,74,243.0,Real Madrid CF,spain primera division,1.0,35,24.16,0,one
118,184344,https://sofifa.com/player/184344/leonardo-bonucci/220002,L. Bonucci,Leonardo Bonucci,CB,85,85,17500000,110000.0,34,1987-05-01,190,85,45.0,Juventus,italian serie a,1.0,39,23.55,0,one
119,185122,https://sofifa.com/player/185122/peter-gulacsi/220002,P. Gulácsi,Péter Gulácsi,GK,85,85,28500000,87000.0,31,1990-05-06,191,86,112172.0,RB Leipzig,german 1. bundesliga,1.0,36,23.57,0,one
120,186942,https://sofifa.com/player/186942/ilkay-gundogan/220002,İ. Gündoğan,İlkay Gündoğan,CM,85,85,51500000,185000.0,30,1990-10-24,180,80,10.0,Manchester City,english premier league,1.0,36,24.69,1,several
121,186942,https://sofifa.com/player/186942/ilkay-gundogan/220002,İ. Gündoğan,İlkay Gündoğan,CDM,85,85,51500000,185000.0,30,1990-10-24,180,80,10.0,Manchester City,english premier league,1.0,36,24.69,1,several
